LeetCode No,Problem Title,Level,Tags,Acceptance,URL
1346, Check If N and Its Double Exist,Easy,ArrayHash TableTwo Pointers2+,35.8,https://leetcode.com/problems/check-if-n-and-its-double-exist
1347, Minimum Number of Steps to Make Two Strings Anagram,Medium,Hash TableStringCounting,76.5,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram
1348, Tweet Counts Per Frequency,Medium,Hash TableBinary SearchDesign2+,43.2,https://leetcode.com/problems/tweet-counts-per-frequency
1349, Maximum Students Taking Exam,Hard,ArrayDynamic Programming3+,47.2,https://leetcode.com/problems/maximum-students-taking-exam
1350, Students With Invalid Departments,Easy,Database,90.5,https://leetcode.com/problems/students-with-invalid-departments
1351, Count Negative Numbers in a Sorted Matrix,Easy,ArrayBinary SearchMatrix,75.1,https://leetcode.com/problems/count-negative-numbers-in-a-sorted-matrix
1352, Product of the Last K Numbers,Medium,ArrayMathDesign2+,48.3,https://leetcode.com/problems/product-of-the-last-k-numbers
1353, Maximum Number of Events That Can Be Attended,Medium,ArrayGreedyHeap (Priority Queue),33.4,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended
1354, Construct Target Array With Multiple Sums,Hard,ArrayHeap (Priority Queue),31.2,https://leetcode.com/problems/construct-target-array-with-multiple-sums
1355, Activity Participants,Medium,Database,74.6,https://leetcode.com/problems/activity-participants
1356, Sort Integers by The Number of 1 Bits,Easy,ArrayBit ManipulationSorting1+,71.4,https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits
1357, Apply Discount Every n Orders,Medium,ArrayHash TableDesign,69.1,https://leetcode.com/problems/apply-discount-every-n-orders
1358, Number of Substrings Containing All Three Characters,Medium,Hash TableStringSliding Window,62.2,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters
1359, Count All Valid Pickup and Delivery Options,Hard,MathDynamic ProgrammingCombinatorics,63.3,https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options
1360, Number of Days Between Two Dates,Easy,MathString,46.9,https://leetcode.com/problems/number-of-days-between-two-dates
1361, Validate Binary Tree Nodes,Medium,TreeDepth-First Search4+,41.2,https://leetcode.com/problems/validate-binary-tree-nodes
1362, Closest Divisors,Medium,Math,59.2,https://leetcode.com/problems/closest-divisors
1363, Largest Multiple of Three,Hard,ArrayDynamic ProgrammingGreedy,33.9,https://leetcode.com/problems/largest-multiple-of-three
1364, Number of Trusted Contacts of a Customer,Medium,Database,79,https://leetcode.com/problems/number-of-trusted-contacts-of-a-customer
1365, How Many Numbers Are Smaller Than the Current Number,Easy,ArrayHash TableSorting1+,86.4,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number
1366, Rank Teams by Votes,Medium,ArrayHash TableString2+,58.5,https://leetcode.com/problems/rank-teams-by-votes
1367, Linked List in Binary Tree,Medium,Linked ListTreeDepth-First Search2+,42.9,https://leetcode.com/problems/linked-list-in-binary-tree
1368, Minimum Cost to Make at Least One Valid Path in a Grid,Hard,ArrayBreadth-First SearchGraph3+,60.9,https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid
1369, Get the Second Most Recent Activity,Hard,Database,69.2,https://leetcode.com/problems/get-the-second-most-recent-activity
1370, Increasing Decreasing String,Easy,Hash TableStringCounting,77.9,https://leetcode.com/problems/increasing-decreasing-string
1371, Find the Longest Substring Containing Vowels in Even Counts,Medium,Hash TableStringBit Manipulation1+,62.7,https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts
1372, Longest ZigZag Path in a Binary Tree,Medium,Dynamic ProgrammingTree2+,58.8,https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree
1373, Maximum Sum BST in Binary Tree,Hard,Dynamic ProgrammingTree3+,38.8,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree
1374, Generate a String With Characters That Have Odd Counts,Easy,String,77.4,https://leetcode.com/problems/generate-a-string-with-characters-that-have-odd-counts
1375, Number of Times Binary String Is Prefix-Aligned,Medium,Array,65.7,https://leetcode.com/problems/number-of-times-binary-string-is-prefix-aligned
1376, Time Needed to Inform All Employees,Medium,TreeDepth-First SearchBreadth-First Search,58.2,https://leetcode.com/problems/time-needed-to-inform-all-employees
1377, Frog Position After T Seconds,Hard,TreeDepth-First Search2+,36.2,https://leetcode.com/problems/frog-position-after-t-seconds
1378, Replace Employee ID With The Unique Identifier,Easy,Database,91.2,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier
1379, Find a Corresponding Node of a Binary Tree in a Clone of That Tree,Easy,TreeDepth-First Search2+,87.4,https://leetcode.com/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree
1380, Lucky Numbers in a Matrix,Easy,ArrayMatrix,70.9,https://leetcode.com/problems/lucky-numbers-in-a-matrix
1381, Design a Stack With Increment Operation,Medium,ArrayStackDesign,77.2,https://leetcode.com/problems/design-a-stack-with-increment-operation
1382, Balance a Binary Search Tree,Medium,Divide and ConquerGreedyTree3+,80.3,https://leetcode.com/problems/balance-a-binary-search-tree
1383, Maximum Performance of a Team,Hard,ArrayGreedySorting1+,41.5,https://leetcode.com/problems/maximum-performance-of-a-team
1384, Total Sales Amount by Year,Hard,Database,66.3,https://leetcode.com/problems/total-sales-amount-by-year
1385, Find the Distance Value Between Two Arrays,Easy,ArrayTwo PointersBinary Search1+,65.5,https://leetcode.com/problems/find-the-distance-value-between-two-arrays
1386, Cinema Seat Allocation,Medium,ArrayHash TableGreedy1+,39.9,https://leetcode.com/problems/cinema-seat-allocation
1387, Sort Integers by The Power Value,Medium,Dynamic ProgrammingMemoizationSorting,69.7,https://leetcode.com/problems/sort-integers-by-the-power-value
1388, Pizza With 3n Slices,Hard,ArrayDynamic ProgrammingGreedy1+,48.8,https://leetcode.com/problems/pizza-with-3n-slices
1389, Create Target Array in the Given Order,Easy,ArraySimulation,85.6,https://leetcode.com/problems/create-target-array-in-the-given-order
1390, Four Divisors,Medium,ArrayMath,40.9,https://leetcode.com/problems/four-divisors
1391, Check if There is a Valid Path in a Grid,Medium,ArrayDepth-First Search3+,46.8,https://leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid
1392, Longest Happy Prefix,Hard,StringRolling HashString Matching1+,44.4,https://leetcode.com/problems/longest-happy-prefix
1393, Capital Gain/Loss,Medium,Database,90.5,https://leetcode.com/problems/capital-gainloss
1394, Find Lucky Integer in an Array,Easy,ArrayHash TableCounting,63.6,https://leetcode.com/problems/find-lucky-integer-in-an-array
1395, Count Number of Teams,Medium,ArrayDynamic Programming1+,69.2,https://leetcode.com/problems/count-number-of-teams
1396, Design Underground System,Medium,Hash TableStringDesign,73.5,https://leetcode.com/problems/design-underground-system
1397, Find All Good Strings,Hard,StringDynamic ProgrammingString Matching,41.7,https://leetcode.com/problems/find-all-good-strings
1398, Customers Who Bought Products A and B but Not C,Medium,Database,78.3,https://leetcode.com/problems/customers-who-bought-products-a-and-b-but-not-c
1399, Count Largest Group,Easy,Hash TableMath,66.9,https://leetcode.com/problems/count-largest-group
1400, Construct K Palindrome Strings,Medium,Hash TableStringGreedy1+,63.7,https://leetcode.com/problems/construct-k-palindrome-strings
1401, Circle and Rectangle Overlapping,Medium,MathGeometry,43.8,https://leetcode.com/problems/circle-and-rectangle-overlapping
1402, Reducing Dishes,Hard,ArrayDynamic ProgrammingGreedy1+,72.4,https://leetcode.com/problems/reducing-dishes
1403, Minimum Subsequence in Non-Increasing Order,Easy,ArrayGreedySorting,72.2,https://leetcode.com/problems/minimum-subsequence-in-non-increasing-order
1404, Number of Steps to Reduce a Number in Binary Representation to One,Medium,StringBit Manipulation,50.9,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one
1405, Longest Happy String,Medium,StringGreedyHeap (Priority Queue),56.8,https://leetcode.com/problems/longest-happy-string
1406, Stone Game III,Hard,ArrayMathDynamic Programming1+,60.2,https://leetcode.com/problems/stone-game-iii
1407, Top Travellers,Easy,Database,81.7,https://leetcode.com/problems/top-travellers
1408, String Matching in an Array,Easy,StringString Matching,63.9,https://leetcode.com/problems/string-matching-in-an-array
1409, Queries on a Permutation With Key,Medium,ArrayBinary Indexed TreeSimulation,82.9,https://leetcode.com/problems/queries-on-a-permutation-with-key
1410, HTML Entity Parser,Medium,Hash TableString,52.5,https://leetcode.com/problems/html-entity-parser
1411, Number of Ways to Paint N � 3 Grid,Hard,Dynamic Programming,61.9,https://leetcode.com/problems/number-of-ways-to-paint-n-3-grid
1412, Find the Quiet Students in All Exams,Hard,Database,62.8,https://leetcode.com/problems/find-the-quiet-students-in-all-exams
1413, Minimum Value to Get Positive Step by Step Sum,Easy,ArrayPrefix Sum,68.6,https://leetcode.com/problems/minimum-value-to-get-positive-step-by-step-sum
1414, Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,Medium,Greedy,65.3,https://leetcode.com/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k
1415, The k-th Lexicographical String of All Happy Strings of Length n,Medium,StringBacktracking,71.5,https://leetcode.com/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n
1416, Restore The Array,Hard,StringDynamic Programming,38,https://leetcode.com/problems/restore-the-array
1417, Reformat The String,Easy,String,56.2,https://leetcode.com/problems/reformat-the-string
1418, Display Table of Food Orders in a Restaurant,Medium,ArrayHash TableString2+,72.8,https://leetcode.com/problems/display-table-of-food-orders-in-a-restaurant
1419, Minimum Number of Frogs Croaking,Medium,StringCounting,49.8,https://leetcode.com/problems/minimum-number-of-frogs-croaking
1420, Build Array Where You Can Find The Maximum Exactly K Comparisons,Hard,Dynamic Programming,64.2,https://leetcode.com/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons
1421, NPV Queries,Easy,Database,83.7,https://leetcode.com/problems/npv-queries
1422, Maximum Score After Splitting a String,Easy,String,57.8,https://leetcode.com/problems/maximum-score-after-splitting-a-string
1423, Maximum Points You Can Obtain from Cards,Medium,ArraySliding WindowPrefix Sum,50.1,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards
1424, Diagonal Traverse II,Medium,ArraySortingHeap (Priority Queue),50.1,https://leetcode.com/problems/diagonal-traverse-ii
1425, Constrained Subsequence Sum,Hard,ArrayDynamic ProgrammingQueue3+,46.9,https://leetcode.com/problems/constrained-subsequence-sum
1426, Counting Elements,Easy,ArrayHash Table,59.5,https://leetcode.com/problems/counting-elements
1427, Perform String Shifts,Easy,ArrayMathString,54.1,https://leetcode.com/problems/perform-string-shifts
1428, Leftmost Column with at Least a One,Medium,ArrayBinary SearchMatrix1+,52.6,https://leetcode.com/problems/leftmost-column-with-at-least-a-one
1429, First Unique Number,Medium,ArrayHash TableDesign2+,52.4,https://leetcode.com/problems/first-unique-number
1430, Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,Medium,TreeDepth-First Search2+,45.8,https://leetcode.com/problems/check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree
1431, Kids With the Greatest Number of Candies,Easy,Array,87.7,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies
1432, Max Difference You Can Get From Changing an Integer,Medium,MathGreedy,43.2,https://leetcode.com/problems/max-difference-you-can-get-from-changing-an-integer
1433, Check If a String Can Break Another String,Medium,StringGreedySorting,68.5,https://leetcode.com/problems/check-if-a-string-can-break-another-string
1434, Number of Ways to Wear Different Hats to Each Other,Hard,ArrayDynamic Programming2+,42.3,https://leetcode.com/problems/number-of-ways-to-wear-different-hats-to-each-other
1435, Create a Session Bar Chart,Easy,Database,78.2,https://leetcode.com/problems/create-a-session-bar-chart
1436, Destination City,Easy,Hash TableString,77.7,https://leetcode.com/problems/destination-city
1437, Check If All 1's Are at Least Length K Places Away,Easy,Array,59.8,https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away
1438, Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Medium,ArrayQueueSliding Window3+,46.8,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit
1439, Find the Kth Smallest Sum of a Matrix With Sorted Rows,Hard,ArrayBinary Search2+,61.5,https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows
1440, Evaluate Boolean Expression,Medium,Database,75.7,https://leetcode.com/problems/evaluate-boolean-expression
1441, Build an Array With Stack Operations,Easy,ArrayStackSimulation,71.1,https://leetcode.com/problems/build-an-array-with-stack-operations
1442, Count Triplets That Can Form Two Arrays of Equal XOR,Medium,ArrayHash TableMath2+,74.9,https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor
1443, Minimum Time to Collect All Apples in a Tree,Medium,Hash TableTreeDepth-First Search1+,55.7,https://leetcode.com/problems/minimum-time-to-collect-all-apples-in-a-tree
1444, Number of Ways of Cutting a Pizza,Hard,ArrayDynamic Programming2+,55.2,https://leetcode.com/problems/number-of-ways-of-cutting-a-pizza
1445, Apples & Oranges,Medium,Database,91.5,https://leetcode.com/problems/apples-oranges
1446, Consecutive Characters,Easy,String,61.9,https://leetcode.com/problems/consecutive-characters
1447, Simplified Fractions,Medium,MathStringNumber Theory,64.1,https://leetcode.com/problems/simplified-fractions
1448, Count Good Nodes in Binary Tree,Medium,TreeDepth-First Search2+,73,https://leetcode.com/problems/count-good-nodes-in-binary-tree
1449, Form Largest Integer With Digits That Add up to Target,Hard,ArrayDynamic Programming,46.7,https://leetcode.com/problems/form-largest-integer-with-digits-that-add-up-to-target
1450, Number of Students Doing Homework at a Given Time,Easy,Array,76.3,https://leetcode.com/problems/number-of-students-doing-homework-at-a-given-time
1451, Rearrange Words in a Sentence,Medium,StringSorting,62.1,https://leetcode.com/problems/rearrange-words-in-a-sentence
1452, People Whose List of Favorite Companies Is Not a Subset of Another List,Medium,ArrayHash TableString,56.6,https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list
1453, Maximum Number of Darts Inside of a Circular Dartboard,Hard,ArrayMathGeometry,36.7,https://leetcode.com/problems/maximum-number-of-darts-inside-of-a-circular-dartboard
1454, Active Users,Medium,Database,38.4,https://leetcode.com/problems/active-users
1455, Check If a Word Occurs As a Prefix of Any Word in a Sentence,Easy,StringString Matching,64.6,https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence
1456, Maximum Number of Vowels in a Substring of Given Length,Medium,StringSliding Window,57.6,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length
1457, Pseudo-Palindromic Paths in a Binary Tree,Medium,Bit ManipulationTreeDepth-First Search2+,67,https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree
1458, Max Dot Product of Two Subsequences,Hard,ArrayDynamic Programming,45.4,https://leetcode.com/problems/max-dot-product-of-two-subsequences
1459, Rectangles Area,Medium,Database,68.9,https://leetcode.com/problems/rectangles-area
1460, Make Two Arrays Equal by Reversing Sub-arrays,Easy,ArrayHash TableSorting,72.4,https://leetcode.com/problems/make-two-arrays-equal-by-reversing-sub-arrays
1461, Check If a String Contains All Binary Codes of Size K,Medium,Hash TableStringBit Manipulation2+,56.8,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k
1462, Course Schedule IV,Medium,Depth-First SearchBreadth-First Search2+,48.1,https://leetcode.com/problems/course-schedule-iv
1463, Cherry Pickup II,Hard,ArrayDynamic ProgrammingMatrix,70.7,https://leetcode.com/problems/cherry-pickup-ii
1464, Maximum Product of Two Elements in an Array,Easy,ArraySortingHeap (Priority Queue),78.6,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array
1465, Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,Medium,ArrayGreedySorting,37.2,https://leetcode.com/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts
1466, Reorder Routes to Make All Paths Lead to the City Zero,Medium,Depth-First SearchBreadth-First SearchGraph,61.1,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero
1467, Probability of a Two Boxes Having The Same Number of Distinct Balls,Hard,MathDynamic Programming3+,61,https://leetcode.com/problems/probability-of-a-two-boxes-having-the-same-number-of-distinct-balls
1468, Calculate Salaries,Medium,Database,82.2,https://leetcode.com/problems/calculate-salaries
1469, Find All The Lonely Nodes,Easy,TreeDepth-First Search2+,81.7,https://leetcode.com/problems/find-all-the-lonely-nodes
1470, Shuffle the Array,Easy,Array,88.4,https://leetcode.com/problems/shuffle-the-array
1471, The k Strongest Values in an Array,Medium,ArrayTwo PointersSorting,59.8,https://leetcode.com/problems/the-k-strongest-values-in-an-array
1472, Design Browser History,Medium,ArrayLinked ListStack3+,75.2,https://leetcode.com/problems/design-browser-history
1473, Paint House III,Hard,ArrayDynamic Programming,51,https://leetcode.com/problems/paint-house-iii
1474, Delete N Nodes After M Nodes of a Linked List,Easy,Linked List,73.5,https://leetcode.com/problems/delete-n-nodes-after-m-nodes-of-a-linked-list
1475, Final Prices With a Special Discount in a Shop,Easy,ArrayStackMonotonic Stack,75.2,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop
1476, Subrectangle Queries,Medium,ArrayDesignMatrix,88.2,https://leetcode.com/problems/subrectangle-queries
1477, Find Two Non-overlapping Sub-arrays Each With Target Sum,Medium,ArrayHash TableBinary Search2+,36.9,https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum
1478, Allocate Mailboxes,Hard,ArrayMathDynamic Programming1+,55.4,https://leetcode.com/problems/allocate-mailboxes
1479, Sales by Day of the Week,Hard,Database,82.5,https://leetcode.com/problems/sales-by-day-of-the-week
1480, Running Sum of 1d Array,Easy,ArrayPrefix Sum,90.4,https://leetcode.com/problems/running-sum-of-1d-array
1481, Least Number of Unique Integers after K Removals,Medium,ArrayHash TableGreedy2+,60.3,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals
1482, Minimum Number of Days to Make m Bouquets,Medium,ArrayBinary Search,56.4,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets
1483, Kth Ancestor of a Tree Node,Hard,Binary SearchDynamic Programming4+,33.5,https://leetcode.com/problems/kth-ancestor-of-a-tree-node
1484, Group Sold Products By The Date,Easy,Database,84.2,https://leetcode.com/problems/group-sold-products-by-the-date
1485, Clone Binary Tree With Random Pointer,Medium,Hash TableTreeDepth-First Search2+,79.7,https://leetcode.com/problems/clone-binary-tree-with-random-pointer
1486, XOR Operation in an Array,Easy,MathBit Manipulation,84.2,https://leetcode.com/problems/xor-operation-in-an-array
1487, Making File Names Unique,Medium,ArrayHash TableString,35,https://leetcode.com/problems/making-file-names-unique
1488, Avoid Flood in The City,Medium,ArrayHash TableBinary Search2+,25.7,https://leetcode.com/problems/avoid-flood-in-the-city
1489, Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,Hard,Union FindGraphSorting2+,52.8,https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree
1490, Clone N-ary Tree,Medium,Hash TableTreeDepth-First Search1+,83.8,https://leetcode.com/problems/clone-n-ary-tree
1491, Average Salary Excluding the Minimum and Maximum Salary,Easy,ArraySorting,64.4,https://leetcode.com/problems/average-salary-excluding-the-minimum-and-maximum-salary
1492, The kth Factor of n,Medium,Math,62.1,https://leetcode.com/problems/the-kth-factor-of-n
1493, Longest Subarray of 1's After Deleting One Element,Medium,MathDynamic ProgrammingSliding Window,60.1,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element
1494, Parallel Courses II,Hard,Dynamic ProgrammingBit Manipulation2+,31.6,https://leetcode.com/problems/parallel-courses-ii
1495, Friendly Movies Streamed Last Month,Easy,Database,50.3,https://leetcode.com/problems/friendly-movies-streamed-last-month
1496, Path Crossing,Easy,Hash TableString,55.7,https://leetcode.com/problems/path-crossing
1497, Check If Array Pairs Are Divisible by k,Medium,ArrayHash TableCounting,40.3,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k
1498, Number of Subsequences That Satisfy the Given Sum Condition,Medium,ArrayTwo PointersBinary Search1+,39.2,https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition
1499, Max Value of Equation,Hard,ArrayQueueSliding Window2+,46.8,https://leetcode.com/problems/max-value-of-equation
1500, Design a File Sharing System,Medium,Hash TableDesign2+,44.8,https://leetcode.com/problems/design-a-file-sharing-system
1501, Countries You Can Safely Invest In,Medium,Database,57.6,https://leetcode.com/problems/countries-you-can-safely-invest-in
1502, Can Make Arithmetic Progression From Sequence,Easy,ArraySorting,69.4,https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence
1503, Last Moment Before All Ants Fall Out of a Plank,Medium,ArrayBrainteaserSimulation,55,https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank
1504, Count Submatrices With All Ones,Medium,ArrayDynamic ProgrammingStack2+,58.3,https://leetcode.com/problems/count-submatrices-with-all-ones
1505, Minimum Possible Integer After at Most K Adjacent Swaps On Digits,Hard,StringGreedyBinary Indexed Tree1+,37.9,https://leetcode.com/problems/minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits
1506, Find Root of N-Ary Tree,Medium,Hash TableBit ManipulationTree1+,77.8,https://leetcode.com/problems/find-root-of-n-ary-tree
1507, Reformat Date,Easy,String,62,https://leetcode.com/problems/reformat-date
1508, Range Sum of Sorted Subarray Sums,Medium,ArrayTwo PointersBinary Search1+,59.3,https://leetcode.com/problems/range-sum-of-sorted-subarray-sums
1509, Minimum Difference Between Largest and Smallest Value in Three Moves,Medium,ArrayGreedySorting,55.2,https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves
1510, Stone Game IV,Hard,MathDynamic ProgrammingGame Theory,60.7,https://leetcode.com/problems/stone-game-iv
1511, Customer Order Frequency,Easy,Database,73.3,https://leetcode.com/problems/customer-order-frequency
1512, Number of Good Pairs,Easy,ArrayHash TableMath1+,88,https://leetcode.com/problems/number-of-good-pairs
1513, Number of Substrings With Only 1s,Medium,MathString,44.5,https://leetcode.com/problems/number-of-substrings-with-only-1s
1514, Path with Maximum Probability,Medium,GraphHeap (Priority Queue)Shortest Path,47,https://leetcode.com/problems/path-with-maximum-probability
1515, Best Position for a Service Centre,Hard,MathGeometryRandomized,38.5,https://leetcode.com/problems/best-position-for-a-service-centre
1516, Move Sub-Tree of N-Ary Tree,Hard,TreeDepth-First Search,64.3,https://leetcode.com/problems/move-sub-tree-of-n-ary-tree
1517, Find Users With Valid E-Mails,Easy,Database,59.8,https://leetcode.com/problems/find-users-with-valid-e-mails
1518, Water Bottles,Easy,MathSimulation,60.4,https://leetcode.com/problems/water-bottles
1519, Number of Nodes in the Sub-Tree With the Same Label,Medium,Hash TableTreeDepth-First Search2+,40.2,https://leetcode.com/problems/number-of-nodes-in-the-sub-tree-with-the-same-label
1520, Maximum Number of Non-Overlapping Substrings,Hard,StringGreedy,37.4,https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings
1521, Find a Value of a Mysterious Function Closest to Target,Hard,ArrayBinary SearchBit Manipulation1+,43.5,https://leetcode.com/problems/find-a-value-of-a-mysterious-function-closest-to-target
1522, Diameter of N-Ary Tree,Medium,TreeDepth-First Search,73.2,https://leetcode.com/problems/diameter-of-n-ary-tree
1523, Count Odd Numbers in an Interval Range,Easy,Math,46.9,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range
1524, Number of Sub-arrays With Odd Sum,Medium,ArrayMathDynamic Programming1+,43.4,https://leetcode.com/problems/number-of-sub-arrays-with-odd-sum
1525, Number of Good Ways to Split a String,Medium,StringDynamic ProgrammingBit Manipulation,69.9,https://leetcode.com/problems/number-of-good-ways-to-split-a-string
1526, Minimum Number of Increments on Subarrays to Form a Target Array,Hard,ArrayDynamic ProgrammingStack2+,68.2,https://leetcode.com/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array
1527, Patients With a Condition,Easy,Database,45.1,https://leetcode.com/problems/patients-with-a-condition
1528, Shuffle String,Easy,ArrayString,85.8,https://leetcode.com/problems/shuffle-string
1529, Minimum Suffix Flips,Medium,StringGreedy,72.4,https://leetcode.com/problems/minimum-suffix-flips
1530, Number of Good Leaf Nodes Pairs,Medium,TreeDepth-First SearchBinary Tree,59.9,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs
1531, String Compression II,Hard,StringDynamic Programming,38.2,https://leetcode.com/problems/string-compression-ii
1532, The Most Recent Three Orders,Medium,Database,71,https://leetcode.com/problems/the-most-recent-three-orders
1533, Find the Index of the Large Integer,Medium,ArrayBinary SearchInteractive,50.3,https://leetcode.com/problems/find-the-index-of-the-large-integer
1534, Count Good Triplets,Easy,ArrayEnumeration,80.7,https://leetcode.com/problems/count-good-triplets
1535, Find the Winner of an Array Game,Medium,ArraySimulation,48.8,https://leetcode.com/problems/find-the-winner-of-an-array-game
1536, Minimum Swaps to Arrange a Binary Grid,Medium,ArrayGreedyMatrix,46,https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid
1537, Get the Maximum Score,Hard,ArrayTwo Pointers2+,39.3,https://leetcode.com/problems/get-the-maximum-score
1538, Guess the Majority in a Hidden Array,Medium,ArrayMathInteractive,62.6,https://leetcode.com/problems/guess-the-majority-in-a-hidden-array
1539, Kth Missing Positive Number,Easy,ArrayBinary Search,55.6,https://leetcode.com/problems/kth-missing-positive-number
1540, Can Convert String in K Moves,Medium,Hash TableString,32.7,https://leetcode.com/problems/can-convert-string-in-k-moves
1541, Minimum Insertions to Balance a Parentheses String,Medium,StringStackGreedy,49.4,https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string
1542, Find Longest Awesome Substring,Hard,Hash TableStringBit Manipulation,41,https://leetcode.com/problems/find-longest-awesome-substring
1543, Fix Product Name Format,Easy,Database,63,https://leetcode.com/problems/fix-product-name-format
1544, Make The String Great,Easy,StringStack,56.6,https://leetcode.com/problems/make-the-string-great
1545, Find Kth Bit in Nth Binary String,Medium,StringRecursion,58.2,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string
1546, Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,Medium,ArrayHash TableGreedy1+,46.8,https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target
1547, Minimum Cost to Cut a Stick,Hard,ArrayDynamic Programming,55.4,https://leetcode.com/problems/minimum-cost-to-cut-a-stick
1548, The Most Similar Path in a Graph,Hard,Dynamic ProgrammingGraph,56.9,https://leetcode.com/problems/the-most-similar-path-in-a-graph
1549, The Most Recent Orders for Each Product,Medium,Database,67.7,https://leetcode.com/problems/the-most-recent-orders-for-each-product
1550, Three Consecutive Odds,Easy,Array,64,https://leetcode.com/problems/three-consecutive-odds
1551, Minimum Operations to Make Array Equal,Medium,Math,80.9,https://leetcode.com/problems/minimum-operations-to-make-array-equal
1552, Magnetic Force Between Two Balls,Medium,ArrayBinary SearchSorting,55.4,https://leetcode.com/problems/magnetic-force-between-two-balls
1553, Minimum Number of Days to Eat N Oranges,Hard,Dynamic ProgrammingMemoization,33.2,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges
1554, Strings Differ by One Character,Medium,Hash TableStringRolling Hash1+,49,https://leetcode.com/problems/strings-differ-by-one-character
1555, Bank Account Summary,Medium,Database,53.3,https://leetcode.com/problems/bank-account-summary
1556, Thousand Separator,Easy,String,55.6,https://leetcode.com/problems/thousand-separator
1557, Minimum Number of Vertices to Reach All Nodes,Medium,Graph,79,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes
1558, Minimum Numbers of Function Calls to Make Target Array,Medium,ArrayGreedy,64.2,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array
1559, Detect Cycles in 2D Grid,Medium,ArrayDepth-First Search3+,48.1,https://leetcode.com/problems/detect-cycles-in-2d-grid
